user_id,assigned_perk,life_total_trips,assignment_reason
512846,Free Checked Bags,4,tier3_near_exclusive_intl
512848,Premium Travel Benefits,3,tier3_high_value_loyal
512880,Exclusive Discounts,2,tier_2_two_trip_default
512887,Exclusive Discounts,3,tier3_high_flight_discount
512888,Premium Travel Benefits,3,tier3_high_value_loyal
512900,Free Checked Bags,4,tier3_near_exclusive_intl
512904,Premium Travel Benefits,5,tier3_high_value_loyal
512922,Exclusive Discounts,2,tier_2_two_trip_default
512928,Exclusive Discounts,0,tier_0_never_booked
512943,Free Checked Bags,4,tier3_near_exclusive_intl
512945,Premium Travel Benefits,3,tier3_high_value_loyal
512974,Free Checked Bags,3,tier3_near_exclusive_intl
512976,Premium Travel Benefits,5,tier3_high_value_loyal
512984,Free Checked Bags,3,tier3_near_exclusive_intl
512999,Premium Travel Benefits,3,tier3_high_value_loyal
513004,Premium Travel Benefits,4,tier3_high_value_loyal
513005,Exclusive Discounts,1,tier_1_single_trip_default
513006,Exclusive Discounts,2,tier_2_two_trip_default
513026,Premium Travel Benefits,3,tier3_high_value_loyal
513030,Premium Travel Benefits,3,tier3_high_value_loyal
513031,Premium Travel Benefits,3,tier3_high_value_loyal
513058,Premium Travel Benefits,6,tier3_high_value_loyal
513089,Premium Travel Benefits,3,tier3_high_value_loyal
513090,Exclusive Discounts,2,tier_2_two_trip_default
513091,Exclusive Discounts,0,tier_0_never_booked
513093,Premium Travel Benefits,4,tier3_high_value_loyal
513096,Exclusive Discounts,2,tier_2_two_trip_default
513103,Premium Travel Benefits,3,tier3_high_value_loyal
513126,Premium Travel Benefits,5,tier3_high_value_loyal
513138,Exclusive Discounts,0,tier_0_never_booked
513164,Exclusive Discounts,2,tier_2_two_trip_default
513206,Exclusive Discounts,0,tier_0_never_booked
513216,Premium Travel Benefits,4,tier3_high_value_loyal
513220,Exclusive Discounts,5,tier3_high_flight_discount
513221,Exclusive Discounts,1,tier_1_single_trip_default
513227,Exclusive Discounts,2,tier_2_two_trip_default
513233,Premium Travel Benefits,3,tier3_high_value_loyal
513236,Premium Travel Benefits,8,tier3_high_value_loyal
513237,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
513241,Exclusive Discounts,0,tier_0_never_booked
513242,Exclusive Discounts,2,tier_2_two_trip_default
513259,Premium Travel Benefits,3,tier3_high_value_loyal
513261,Exclusive Discounts,0,tier_0_never_booked
513289,Exclusive Discounts,1,tier_1_single_trip_default
513296,Premium Travel Benefits,3,tier3_high_value_loyal
513317,Exclusive Discounts,1,tier_1_single_trip_default
513322,Premium Travel Benefits,3,tier3_high_value_loyal
513338,Premium Travel Benefits,3,tier3_high_value_loyal
513339,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
513345,Exclusive Discounts,2,tier_2_two_trip_default
513347,Exclusive Discounts,1,tier_1_single_trip_default
513366,Premium Travel Benefits,3,tier3_high_value_loyal
513381,Free Checked Bags,3,tier3_near_exclusive_intl
513387,Premium Travel Benefits,5,tier3_high_value_loyal
513397,Premium Travel Benefits,5,tier3_high_value_loyal
513402,Exclusive Discounts,1,tier_1_single_trip_default
513408,Exclusive Discounts,2,tier_2_two_trip_default
513422,Exclusive Discounts,2,tier_2_two_trip_default
513425,Exclusive Discounts,0,tier_0_never_booked
513438,Exclusive Discounts,1,tier_1_single_trip_default
513441,Exclusive Discounts,0,tier_0_never_booked
513470,Exclusive Discounts,0,tier_0_never_booked
513495,Exclusive Discounts,2,tier_2_two_trip_default
513497,Exclusive Discounts,2,tier_2_two_trip_default
513509,Exclusive Discounts,2,tier_2_two_trip_default
513543,No Change Fees,1,tier_1_single_trip_high_cancel
513546,Exclusive Discounts,0,tier_0_never_booked
513555,Premium Travel Benefits,5,tier3_high_value_loyal
513568,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
513569,Exclusive Discounts,2,tier_2_two_trip_default
513582,Premium Travel Benefits,3,tier3_high_value_loyal
513602,Exclusive Discounts,0,tier_0_never_booked
513611,Exclusive Discounts,3,tier3_high_flight_discount
513613,Premium Travel Benefits,3,tier3_high_value_loyal
513620,Premium Travel Benefits,3,tier3_high_value_loyal
513625,Exclusive Discounts,1,tier_1_single_trip_default
513627,Premium Travel Benefits,3,tier3_high_value_loyal
513628,Premium Travel Benefits,3,tier3_high_value_loyal
513638,Premium Travel Benefits,4,tier3_high_value_loyal
513659,Premium Travel Benefits,3,tier3_high_value_loyal
513661,Exclusive Discounts,1,tier_1_single_trip_default
513683,Premium Travel Benefits,4,tier3_high_value_loyal
513714,Exclusive Discounts,1,tier_1_single_trip_default
513721,Premium Travel Benefits,5,tier3_high_value_loyal
513742,Exclusive Discounts,0,tier_0_never_booked
513761,Premium Travel Benefits,3,tier3_high_value_loyal
513776,Exclusive Discounts,2,tier_2_two_trip_default
513787,Exclusive Discounts,4,tier3_high_flight_discount
513791,Free Checked Bags,4,tier3_near_exclusive_intl
513796,Premium Travel Benefits,3,tier3_high_value_loyal
513800,Exclusive Discounts,0,tier_0_never_booked
513807,Exclusive Discounts,2,tier_2_two_trip_default
513823,Exclusive Discounts,0,tier_0_never_booked
513826,Premium Travel Benefits,4,tier3_high_value_loyal
513844,Premium Travel Benefits,3,tier3_high_value_loyal
513853,Premium Travel Benefits,3,tier3_high_value_loyal
513856,Exclusive Discounts,1,tier_1_single_trip_default
513860,Premium Travel Benefits,3,tier3_high_value_loyal
513869,No Change Fees,1,tier_1_single_trip_high_cancel
513875,Premium Travel Benefits,3,tier3_high_value_loyal
513917,Premium Travel Benefits,3,tier3_high_value_loyal
513926,Premium Travel Benefits,4,tier3_high_value_loyal
513933,Premium Travel Benefits,3,tier3_high_value_loyal
513953,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
513956,Exclusive Discounts,4,tier3_high_flight_discount
513964,Premium Travel Benefits,5,tier3_high_value_loyal
513967,Premium Travel Benefits,6,tier3_high_value_loyal
513995,Premium Travel Benefits,4,tier3_high_value_loyal
514002,Premium Travel Benefits,5,tier3_high_value_loyal
514003,Premium Travel Benefits,3,tier3_high_value_loyal
514021,Exclusive Discounts,2,tier_2_two_trip_default
514023,Premium Travel Benefits,3,tier3_high_value_loyal
514053,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
514071,Premium Travel Benefits,3,tier3_high_value_loyal
514076,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
514113,Exclusive Discounts,2,tier_2_two_trip_default
514132,Premium Travel Benefits,5,tier3_high_value_loyal
514133,Exclusive Discounts,3,tier3_high_flight_discount
514164,Premium Travel Benefits,4,tier3_high_value_loyal
514167,Exclusive Discounts,2,tier_2_two_trip_default
514206,Exclusive Discounts,3,tier3_high_flight_discount
514208,Exclusive Discounts,1,tier_1_single_trip_default
514210,Free Checked Bags,3,tier3_near_exclusive_intl
514215,Free Hotel Meals,3,tier3_high_hotel_discount
514235,Exclusive Discounts,1,tier_1_single_trip_default
514261,Free Checked Bags,3,tier3_near_exclusive_intl
514275,Premium Travel Benefits,3,tier3_high_value_loyal
514289,Exclusive Discounts,0,tier_0_never_booked
514300,Exclusive Discounts,2,tier_2_two_trip_default
514315,Exclusive Discounts,1,tier_1_single_trip_default
514318,Exclusive Discounts,4,tier3_high_flight_discount
514324,Premium Travel Benefits,3,tier3_high_value_loyal
514337,Premium Travel Benefits,4,tier3_high_value_loyal
514342,Premium Travel Benefits,4,tier3_high_value_loyal
514344,Free Checked Bags,6,tier3_near_exclusive_intl
514370,Premium Travel Benefits,3,tier3_high_value_loyal
514384,Exclusive Discounts,1,tier_1_single_trip_default
514395,Premium Travel Benefits,3,tier3_high_value_loyal
514457,Premium Travel Benefits,4,tier3_high_value_loyal
514460,Premium Travel Benefits,4,tier3_high_value_loyal
514461,Free Checked Bags,3,tier3_near_exclusive_intl
514501,Exclusive Discounts,1,tier_1_single_trip_default
514503,Exclusive Discounts,2,tier_2_two_trip_default
514515,Premium Travel Benefits,3,tier3_high_value_loyal
514526,Premium Travel Benefits,5,tier3_high_value_loyal
514551,Exclusive Discounts,1,tier_1_single_trip_default
514586,Premium Travel Benefits,3,tier3_high_value_loyal
514589,Exclusive Discounts,1,tier_1_single_trip_default
514617,Premium Travel Benefits,4,tier3_high_value_loyal
514623,Exclusive Discounts,1,tier_1_single_trip_default
514627,Free Checked Bags,3,tier3_near_exclusive_intl
514638,Exclusive Discounts,4,tier3_high_flight_discount
514639,Exclusive Discounts,0,tier_0_never_booked
514642,Exclusive Discounts,0,tier_0_never_booked
514660,Premium Travel Benefits,4,tier3_high_value_loyal
514675,Premium Travel Benefits,3,tier3_high_value_loyal
514682,Premium Travel Benefits,4,tier3_high_value_loyal
514684,Exclusive Discounts,0,tier_0_never_booked
514689,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
514737,Premium Travel Benefits,4,tier3_high_value_loyal
514785,Premium Travel Benefits,3,tier3_high_value_loyal
514810,Exclusive Discounts,3,tier3_high_flight_discount
514830,Exclusive Discounts,2,tier_2_two_trip_default
514867,Premium Travel Benefits,3,tier3_high_value_loyal
514876,Exclusive Discounts,1,tier_1_single_trip_default
514892,Premium Travel Benefits,5,tier3_high_value_loyal
514893,Exclusive Discounts,1,tier_1_single_trip_default
514899,Premium Travel Benefits,6,tier3_high_value_loyal
514925,No Change Fees,1,tier_1_single_trip_high_cancel
514926,Premium Travel Benefits,3,tier3_high_value_loyal
514931,Exclusive Discounts,0,tier_0_never_booked
514944,Exclusive Discounts,1,tier_1_single_trip_default
514951,Exclusive Discounts,2,tier_2_two_trip_default
514953,Exclusive Discounts,2,tier_2_two_trip_default
514980,Free Hotel Meals,7,tier3_high_hotel_discount
514981,Premium Travel Benefits,3,tier3_high_value_loyal
515004,Exclusive Discounts,2,tier_2_two_trip_default
515013,Exclusive Discounts,2,tier_2_two_trip_default
515020,Premium Travel Benefits,3,tier3_high_value_loyal
515030,Exclusive Discounts,1,tier_1_single_trip_default
515051,Premium Travel Benefits,5,tier3_high_value_loyal
515058,Free Checked Bags,5,tier3_near_exclusive_intl
515060,Exclusive Discounts,2,tier_2_two_trip_default
515085,No Change Fees,1,tier_1_single_trip_high_cancel
515103,Free Hotel Meals,3,tier3_high_hotel_discount
515124,Premium Travel Benefits,3,tier3_high_value_loyal
515131,Premium Travel Benefits,5,tier3_high_value_loyal
515139,Exclusive Discounts,2,tier_2_two_trip_default
515161,Exclusive Discounts,3,tier3_high_flight_discount
515168,Exclusive Discounts,2,tier_2_two_trip_default
515182,Premium Travel Benefits,6,tier3_high_value_loyal
515198,Exclusive Discounts,1,tier_1_single_trip_default
515200,Exclusive Discounts,2,tier_2_two_trip_default
515202,Exclusive Discounts,1,tier_1_single_trip_default
515205,Exclusive Discounts,0,tier_0_never_booked
515229,Free Hotel Meals,4,tier3_high_hotel_discount
515240,Exclusive Discounts,1,tier_1_single_trip_default
515243,Free Hotel Meals,4,tier3_high_hotel_discount
515258,Premium Travel Benefits,3,tier3_high_value_loyal
515271,Free Checked Bags,3,tier3_near_exclusive_intl
515274,Free Checked Bags,6,tier3_near_exclusive_intl
515306,Premium Travel Benefits,4,tier3_high_value_loyal
515330,Premium Travel Benefits,3,tier3_high_value_loyal
515344,Premium Travel Benefits,5,tier3_high_value_loyal
515398,Free Hotel Meals,4,tier3_high_hotel_discount
515409,Premium Travel Benefits,3,tier3_high_value_loyal
515421,Free Checked Bags,4,tier3_near_exclusive_intl
515423,Exclusive Discounts,2,tier_2_two_trip_default
515436,Exclusive Discounts,1,tier_1_single_trip_default
515478,Exclusive Discounts,2,tier_2_two_trip_default
515490,Premium Travel Benefits,4,tier3_high_value_loyal
515502,Exclusive Discounts,1,tier_1_single_trip_default
515514,Exclusive Discounts,0,tier_0_never_booked
515516,Exclusive Discounts,0,tier_0_never_booked
515523,Premium Travel Benefits,3,tier3_high_value_loyal
515529,Exclusive Discounts,2,tier_2_two_trip_default
515530,Exclusive Discounts,0,tier_0_never_booked
515565,Premium Travel Benefits,4,tier3_high_value_loyal
515578,Premium Travel Benefits,6,tier3_high_value_loyal
515580,Premium Travel Benefits,4,tier3_high_value_loyal
515586,Premium Travel Benefits,5,tier3_high_value_loyal
515610,No Change Fees,2,tier_2_two_trip_high_cancel
515634,Exclusive Discounts,0,tier_0_never_booked
515639,Premium Travel Benefits,7,tier3_high_value_loyal
515645,Premium Travel Benefits,3,tier3_high_value_loyal
515666,Free Hotel Meals,4,tier3_high_hotel_discount
515675,Exclusive Discounts,2,tier_2_two_trip_default
515684,Premium Travel Benefits,7,tier3_high_value_loyal
515688,Free Checked Bags,4,tier3_near_exclusive_intl
515694,Premium Travel Benefits,6,tier3_high_value_loyal
515713,Exclusive Discounts,3,tier3_high_flight_discount
515727,Free Hotel Meals,4,tier3_high_hotel_discount
515735,Exclusive Discounts,1,tier_1_single_trip_default
515739,Premium Travel Benefits,3,tier3_high_value_loyal
515751,Premium Travel Benefits,3,tier3_high_value_loyal
515764,Free Checked Bags,3,tier3_near_exclusive_intl
515778,Premium Travel Benefits,3,tier3_high_value_loyal
515802,Premium Travel Benefits,5,tier3_high_value_loyal
515818,Exclusive Discounts,1,tier_1_single_trip_default
515831,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
515835,Premium Travel Benefits,3,tier3_high_value_loyal
515854,Exclusive Discounts,2,tier_2_two_trip_default
515874,Exclusive Discounts,1,tier_1_single_trip_default
515891,Premium Travel Benefits,5,tier3_high_value_loyal
515901,Exclusive Discounts,2,tier_2_two_trip_default
515908,Exclusive Discounts,2,tier_2_two_trip_default
515941,Free Checked Bags,4,tier3_near_exclusive_intl
515947,Exclusive Discounts,2,tier_2_two_trip_default
515953,Exclusive Discounts,3,tier3_high_flight_discount
515974,Premium Travel Benefits,3,tier3_high_value_loyal
515985,Premium Travel Benefits,3,tier3_high_value_loyal
516001,Exclusive Discounts,1,tier_1_single_trip_default
516004,Exclusive Discounts,2,tier_2_two_trip_default
516006,Premium Travel Benefits,5,tier3_high_value_loyal
516039,Exclusive Discounts,0,tier_0_never_booked
516053,Premium Travel Benefits,5,tier3_high_value_loyal
516057,Free Hotel Meals,3,tier3_high_hotel_discount
516061,Premium Travel Benefits,3,tier3_high_value_loyal
516076,Exclusive Discounts,0,tier_0_never_booked
516086,Exclusive Discounts,1,tier_1_single_trip_default
516089,Premium Travel Benefits,3,tier3_high_value_loyal
516092,Premium Travel Benefits,4,tier3_high_value_loyal
516105,Premium Travel Benefits,3,tier3_high_value_loyal
516117,Premium Travel Benefits,3,tier3_high_value_loyal
516118,Exclusive Discounts,2,tier_2_two_trip_default
516127,Exclusive Discounts,0,tier_0_never_booked
516132,Exclusive Discounts,2,tier_2_two_trip_default
516144,Premium Travel Benefits,4,tier3_high_value_loyal
516150,Exclusive Discounts,1,tier_1_single_trip_default
516152,Exclusive Discounts,1,tier_1_single_trip_default
516176,Premium Travel Benefits,4,tier3_high_value_loyal
516177,Premium Travel Benefits,3,tier3_high_value_loyal
516178,Premium Travel Benefits,3,tier3_high_value_loyal
516211,No Change Fees,3,tier3_high_cancel_spend
516216,Premium Travel Benefits,4,tier3_high_value_loyal
516217,Exclusive Discounts,1,tier_1_single_trip_default
516243,Exclusive Discounts,0,tier_0_never_booked
516246,Exclusive Discounts,4,tier3_high_flight_discount
516251,Premium Travel Benefits,7,tier3_high_value_loyal
516269,Premium Travel Benefits,5,tier3_high_value_loyal
516273,Exclusive Discounts,2,tier_2_two_trip_default
516282,Exclusive Discounts,2,tier_2_two_trip_default
516283,No Change Fees,1,tier_1_single_trip_high_cancel
516287,No Change Fees,1,tier_1_single_trip_high_cancel
516290,Premium Travel Benefits,3,tier3_high_value_loyal
516296,Exclusive Discounts,2,tier_2_two_trip_default
516301,No Change Fees,4,tier3_high_cancel_spend
516340,Exclusive Discounts,1,tier_1_single_trip_default
516351,Premium Travel Benefits,3,tier3_high_value_loyal
516368,Exclusive Discounts,0,tier_0_never_booked
516375,Exclusive Discounts,5,tier3_high_flight_discount
516418,Exclusive Discounts,3,tier3_high_flight_discount
516420,Exclusive Discounts,2,tier_2_two_trip_default
516433,Exclusive Discounts,1,tier_1_single_trip_default
516456,Premium Travel Benefits,4,tier3_high_value_loyal
516507,Exclusive Discounts,2,tier_2_two_trip_default
516516,Exclusive Discounts,1,tier_1_single_trip_default
516528,Premium Travel Benefits,3,tier3_high_value_loyal
516543,Exclusive Discounts,1,tier_1_single_trip_default
516556,Exclusive Discounts,1,tier_1_single_trip_default
516561,Exclusive Discounts,2,tier_2_two_trip_default
516571,Premium Travel Benefits,4,tier3_high_value_loyal
516578,Premium Travel Benefits,4,tier3_high_value_loyal
516579,Premium Travel Benefits,4,tier3_high_value_loyal
516583,Exclusive Discounts,0,tier_0_never_booked
516590,Exclusive Discounts,2,tier_2_two_trip_default
516593,Premium Travel Benefits,3,tier3_high_value_loyal
516594,Premium Travel Benefits,4,tier3_high_value_loyal
516614,Premium Travel Benefits,4,tier3_high_value_loyal
516616,Premium Travel Benefits,6,tier3_high_value_loyal
516620,Exclusive Discounts,0,tier_0_never_booked
516639,Premium Travel Benefits,5,tier3_high_value_loyal
516647,Premium Travel Benefits,4,tier3_high_value_loyal
516679,No Change Fees,1,tier_1_single_trip_high_cancel
516680,Exclusive Discounts,0,tier_0_never_booked
516682,Free Checked Bags,3,tier3_near_exclusive_intl
516694,Exclusive Discounts,2,tier_2_two_trip_default
516697,Exclusive Discounts,1,tier_1_single_trip_default
516704,Premium Travel Benefits,4,tier3_high_value_loyal
516732,Premium Travel Benefits,3,tier3_high_value_loyal
516739,Exclusive Discounts,2,tier_2_two_trip_default
516744,Exclusive Discounts,1,tier_1_single_trip_default
516763,Exclusive Discounts,1,tier_1_single_trip_default
516765,Exclusive Discounts,0,tier_0_never_booked
516789,Free Checked Bags,4,tier3_near_exclusive_intl
516798,Exclusive Discounts,1,tier_1_single_trip_default
516806,Free Hotel Meals,5,tier3_high_hotel_discount
516808,Premium Travel Benefits,3,tier3_high_value_loyal
516827,Premium Travel Benefits,6,tier3_high_value_loyal
516833,Free Hotel Meals,3,tier3_high_hotel_discount
516841,Exclusive Discounts,1,tier_1_single_trip_default
516862,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
516933,Premium Travel Benefits,3,tier3_high_value_loyal
516939,Exclusive Discounts,1,tier_1_single_trip_default
516965,Exclusive Discounts,4,tier3_high_flight_discount
516967,Exclusive Discounts,0,tier_0_never_booked
516972,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517033,Premium Travel Benefits,3,tier3_high_value_loyal
517061,Premium Travel Benefits,6,tier3_high_value_loyal
517064,Exclusive Discounts,3,tier3_high_flight_discount
517076,Premium Travel Benefits,5,tier3_high_value_loyal
517105,Premium Travel Benefits,4,tier3_high_value_loyal
517119,Premium Travel Benefits,4,tier3_high_value_loyal
517131,No Change Fees,2,tier_2_two_trip_high_cancel
517142,Premium Travel Benefits,3,tier3_high_value_loyal
517143,Exclusive Discounts,2,tier_2_two_trip_default
517150,Premium Travel Benefits,6,tier3_high_value_loyal
517158,Premium Travel Benefits,3,tier3_high_value_loyal
517205,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517212,Premium Travel Benefits,5,tier3_high_value_loyal
517219,Exclusive Discounts,0,tier_0_never_booked
517231,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517284,Premium Travel Benefits,5,tier3_high_value_loyal
517324,Exclusive Discounts,1,tier_1_single_trip_default
517330,Exclusive Discounts,1,tier_1_single_trip_default
517356,Exclusive Discounts,2,tier_2_two_trip_default
517370,Premium Travel Benefits,3,tier3_high_value_loyal
517392,No Change Fees,4,tier3_high_cancel_spend
517393,Exclusive Discounts,1,tier_1_single_trip_default
517397,Premium Travel Benefits,5,tier3_high_value_loyal
517403,Free Checked Bags,4,tier3_near_exclusive_intl
517415,Exclusive Discounts,1,tier_1_single_trip_default
517438,Premium Travel Benefits,5,tier3_high_value_loyal
517445,Premium Travel Benefits,3,tier3_high_value_loyal
517467,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517486,Premium Travel Benefits,3,tier3_high_value_loyal
517491,Premium Travel Benefits,8,tier3_high_value_loyal
517543,Exclusive Discounts,0,tier_0_never_booked
517545,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517548,Premium Travel Benefits,3,tier3_high_value_loyal
517549,Premium Travel Benefits,6,tier3_high_value_loyal
517571,Exclusive Discounts,1,tier_1_single_trip_default
517579,Exclusive Discounts,1,tier_1_single_trip_default
517581,Premium Travel Benefits,3,tier3_high_value_loyal
517596,Premium Travel Benefits,3,tier3_high_value_loyal
517622,Exclusive Discounts,0,tier_0_never_booked
517633,Premium Travel Benefits,4,tier3_high_value_loyal
517653,Exclusive Discounts,2,tier_2_two_trip_default
517674,Premium Travel Benefits,3,tier3_high_value_loyal
517675,Free Checked Bags,4,tier3_near_exclusive_intl
517676,Premium Travel Benefits,4,tier3_high_value_loyal
517700,Premium Travel Benefits,4,tier3_high_value_loyal
517715,Exclusive Discounts,2,tier_2_two_trip_default
517732,Exclusive Discounts,2,tier_2_two_trip_default
517735,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
517739,Exclusive Discounts,1,tier_1_single_trip_default
517743,Premium Travel Benefits,4,tier3_high_value_loyal
517772,No Change Fees,4,tier3_high_cancel_spend
517776,Premium Travel Benefits,3,tier3_high_value_loyal
517787,Exclusive Discounts,1,tier_1_single_trip_default
517803,Premium Travel Benefits,5,tier3_high_value_loyal
517819,Exclusive Discounts,1,tier_1_single_trip_default
517825,Premium Travel Benefits,4,tier3_high_value_loyal
517839,Premium Travel Benefits,3,tier3_high_value_loyal
517847,Premium Travel Benefits,4,tier3_high_value_loyal
517871,Exclusive Discounts,1,tier_1_single_trip_default
517894,Free Checked Bags,3,tier3_near_exclusive_intl
517898,Exclusive Discounts,1,tier_1_single_trip_default
517925,Exclusive Discounts,1,tier_1_single_trip_default
517931,Premium Travel Benefits,5,tier3_high_value_loyal
517961,No Change Fees,2,tier_2_two_trip_high_cancel
517967,Exclusive Discounts,2,tier_2_two_trip_default
517968,Free Hotel Meals,4,tier3_high_hotel_discount
518012,Exclusive Discounts,2,tier_2_two_trip_default
518015,Premium Travel Benefits,4,tier3_high_value_loyal
518041,Exclusive Discounts,1,tier_1_single_trip_default
518044,Premium Travel Benefits,4,tier3_high_value_loyal
518074,Exclusive Discounts,2,tier_2_two_trip_default
518084,Exclusive Discounts,1,tier_1_single_trip_default
518092,Premium Travel Benefits,5,tier3_high_value_loyal
518121,Premium Travel Benefits,3,tier3_high_value_loyal
518127,Free Hotel Meals,4,tier3_high_hotel_discount
518135,No Change Fees,2,tier_2_two_trip_high_cancel
518191,Exclusive Discounts,2,tier_2_two_trip_default
518196,Free Hotel Meals,3,tier3_high_hotel_discount
518211,Premium Travel Benefits,4,tier3_high_value_loyal
518219,Premium Travel Benefits,3,tier3_high_value_loyal
518281,Free Checked Bags,4,tier3_near_exclusive_intl
518324,Premium Travel Benefits,5,tier3_high_value_loyal
518334,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518338,Premium Travel Benefits,4,tier3_high_value_loyal
518347,Premium Travel Benefits,4,tier3_high_value_loyal
518348,Exclusive Discounts,2,tier_2_two_trip_default
518354,Exclusive Discounts,0,tier_0_never_booked
518372,Exclusive Discounts,2,tier_2_two_trip_default
518393,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518406,Premium Travel Benefits,3,tier3_high_value_loyal
518416,Premium Travel Benefits,3,tier3_high_value_loyal
518422,Exclusive Discounts,1,tier_1_single_trip_default
518443,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518450,Exclusive Discounts,2,tier_2_two_trip_default
518480,Premium Travel Benefits,4,tier3_high_value_loyal
518495,Exclusive Discounts,2,tier_2_two_trip_default
518516,Premium Travel Benefits,3,tier3_high_value_loyal
518526,Premium Travel Benefits,5,tier3_high_value_loyal
518527,Premium Travel Benefits,5,tier3_high_value_loyal
518533,Premium Travel Benefits,3,tier3_high_value_loyal
518535,Free Hotel Meals,3,tier3_high_hotel_discount
518541,Premium Travel Benefits,4,tier3_high_value_loyal
518567,Exclusive Discounts,1,tier_1_single_trip_default
518579,Premium Travel Benefits,3,tier3_high_value_loyal
518582,Free Checked Bags,4,tier3_near_exclusive_intl
518585,Premium Travel Benefits,3,tier3_high_value_loyal
518612,Premium Travel Benefits,6,tier3_high_value_loyal
518628,Exclusive Discounts,0,tier_0_never_booked
518629,Premium Travel Benefits,4,tier3_high_value_loyal
518639,Exclusive Discounts,1,tier_1_single_trip_default
518642,Exclusive Discounts,1,tier_1_single_trip_default
518645,Exclusive Discounts,0,tier_0_never_booked
518694,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518696,Exclusive Discounts,1,tier_1_single_trip_default
518711,Exclusive Discounts,2,tier_2_two_trip_default
518716,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518722,Premium Travel Benefits,4,tier3_high_value_loyal
518726,Exclusive Discounts,1,tier_1_single_trip_default
518735,Exclusive Discounts,1,tier_1_single_trip_default
518743,Premium Travel Benefits,3,tier3_high_value_loyal
518747,Exclusive Discounts,2,tier_2_two_trip_default
518751,Premium Travel Benefits,5,tier3_high_value_loyal
518756,Exclusive Discounts,2,tier_2_two_trip_default
518826,Exclusive Discounts,1,tier_1_single_trip_default
518827,Exclusive Discounts,4,tier3_high_flight_discount
518865,Premium Travel Benefits,3,tier3_high_value_loyal
518866,Premium Travel Benefits,3,tier3_high_value_loyal
518867,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518870,Premium Travel Benefits,3,tier3_high_value_loyal
518894,Free Hotel Meals,3,tier3_high_hotel_discount
518896,Premium Travel Benefits,3,tier3_high_value_loyal
518907,Premium Travel Benefits,5,tier3_high_value_loyal
518922,Exclusive Discounts,1,tier_1_single_trip_default
518925,Exclusive Discounts,1,tier_1_single_trip_default
518931,Exclusive Discounts,0,tier_0_never_booked
518954,Premium Travel Benefits,3,tier3_high_value_loyal
518956,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518963,Exclusive Discounts,2,tier_2_two_trip_default
518971,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
518998,Premium Travel Benefits,3,tier3_high_value_loyal
519014,Premium Travel Benefits,4,tier3_high_value_loyal
519059,Free Checked Bags,2,tier_2_two_trip_exclusive_intl
519079,Premium Travel Benefits,5,tier3_high_value_loyal
519089,Premium Travel Benefits,3,tier3_high_value_loyal
519091,Exclusive Discounts,2,tier_2_two_trip_default
519096,Exclusive Discounts,2,tier_2_two_trip_default
519114,Premium Travel Benefits,3,tier3_high_value_loyal
519117,Exclusive Discounts,4,tier3_high_flight_discount
519137,Free Hotel Meals,3,tier3_high_hotel_discount
519140,Premium Travel Benefits,5,tier3_high_value_loyal
519171,Exclusive Discounts,2,tier_2_two_trip_default
519191,Exclusive Discounts,1,tier_1_single_trip_default
519205,Exclusive Discounts,2,tier_2_two_trip_default
519210,Premium Travel Benefits,4,tier3_high_value_loyal
519211,Premium Travel Benefits,5,tier3_high_value_loyal
519248,Exclusive Discounts,1,tier_1_single_trip_default
519254,Premium Travel Benefits,7,tier3_high_value_loyal
519260,Premium Travel Benefits,3,tier3_high_value_loyal
519267,Exclusive Discounts,1,tier_1_single_trip_default
519285,Premium Travel Benefits,4,tier3_high_value_loyal
519312,Exclusive Discounts,0,tier_0_never_booked
519313,Exclusive Discounts,1,tier_1_single_trip_default
519335,Exclusive Discounts,2,tier_2_two_trip_default
519348,Premium Travel Benefits,3,tier3_high_value_loyal
519353,Exclusive Discounts,1,tier_1_single_trip_default
519357,Premium Travel Benefits,5,tier3_high_value_loyal
519368,Exclusive Discounts,1,tier_1_single_trip_default
519383,No Change Fees,1,tier_1_single_trip_high_cancel
519392,Exclusive Discounts,2,tier_2_two_trip_default
